#type Date UTC      F_10_7       F81      KP
#type=R - Real Data;  type=F - Forec
R 2004/03/03     90.000    112.704      3.000
R 2004/03/04     98.000    112.778      4.000
R 2004/03/05    107.000    112.852      3.000
R 2004/03/06    105.000    112.840      3.000
R 2004/03/07    106.000    112.691      3.000
R 2004/03/08    108.000    112.506      3.000
R 2004/03/09    109.000    112.333      5.000
R 2004/03/10    113.000    112.123      5.000
R 2004/03/11    113.000    111.877      4.000
R 2004/03/12    108.000    111.506      4.000
R 2004/03/13    104.000    111.037      3.000
R 2004/03/14    103.000    110.593      3.000
R 2004/03/15    101.000    110.123      3.000
R 2004/03/16    110.000    109.790      3.000
R 2004/03/17    110.000    109.580      2.000
R 2004/03/18    115.000    109.531      2.000
R 2004/03/19    112.000    109.494      3.000
R 2004/03/20    114.000    109.568      3.000
R 2004/03/21    111.000    109.630      3.000
R 2004/03/22    116.000    109.630      3.000
R 2004/03/23    118.000    109.642      3.000
R 2004/03/24    120.000    109.691      3.000
R 2004/03/25    127.000    109.790      3.000
R 2004/03/26    124.000    109.802      4.000
R 2004/03/27    128.000    109.938      3.000
R 2004/03/28    129.000    110.062      3.000
R 2004/03/29    129.000    110.173      3.000
R 2004/03/30    127.000    110.284      3.000
R 2004/03/31    121.000    110.309      3.000
R 2004/04/01    113.000    110.235      3.000
R 2004/04/02    108.000    110.111      2.000
R 2004/04/03    107.000    109.975      2.000
R 2004/04/04    109.000    109.827      2.000
R 2004/04/05    109.000    109.704      3.000
R 2004/04/06    101.000    109.469      5.000
R 2004/04/07     98.000    109.160      3.000
R 2004/04/08     94.000    108.840      4.000
R 2004/04/09     90.000    108.284      3.000
R 2004/04/10     88.000    107.778      3.000
R 2004/04/11     90.000    107.284      3.000
R 2004/04/12     91.000    106.901      3.000
R 2004/04/13     93.000    106.630      3.000
R 2004/04/14     95.000    106.469      3.000
R 2004/04/15     97.000    106.407      3.000
R 2004/04/16     97.000    106.395      3.000
R 2004/04/17     98.000    106.444      3.000
R 2004/04/18    109.000    106.691      3.000
R 2004/04/19    113.000    107.012      3.000
R 2004/04/20    111.000    107.235      2.000
R 2004/04/21    113.000    107.469      3.000
R 2004/04/22    117.000    107.716      3.000
R 2004/04/23    115.000    107.877      3.000
R 2004/04/24    112.000    108.037      3.000
R 2004/04/25    107.000    108.111      3.000
R 2004/04/26    100.000    108.037      3.000
R 2004/04/27     95.000    107.889      3.000
R 2004/04/28     90.000    107.630      3.000
R 2004/04/29     89.000    107.296      3.000
R 2004/04/30     89.000    106.938      3.000
R 2004/05/01     94.000    106.654      3.000
R 2004/05/02     98.000    106.457      3.000
R 2004/05/03     91.000    106.198      4.000
R 2004/05/04     87.000    105.938      4.000
R 2004/05/05     89.000    105.753      4.000
R 2004/05/06     86.000    105.556      3.000
R 2004/05/07     85.000    105.383      3.000
R 2004/05/08     87.000    105.198      3.000
R 2004/05/09     93.000    105.136      3.000
R 2004/05/10     93.000    105.099      3.000
R 2004/05/11     90.000    105.037      3.000
R 2004/05/12     99.000    105.049      3.000
R 2004/05/13    101.000    105.012      3.000
R 2004/05/14    110.000    105.086      3.000
R 2004/05/15    115.000    105.198      3.000
R 2004/05/16    118.000    105.185      3.000
R 2004/05/17    111.000    105.062      2.000
R 2004/05/18    108.000    104.889      2.000
R 2004/05/19    109.000    104.802      3.000
R 2004/05/20    105.000    104.741      3.000
R 2004/05/21    107.000    104.802      3.000
R 2004/05/22    102.000    104.840      3.000
R 2004/05/23    104.000    105.012      3.000
R 2004/05/24    105.000    105.099      3.000
R 2004/05/25    102.000    105.037      3.000
R 2004/05/26    103.000    105.012      3.000
R 2004/05/27    102.000    104.963      3.000
R 2004/05/28    102.000    104.889      3.000
R 2004/05/29    101.000    104.790      3.000
R 2004/05/30    100.000    104.630      3.000
R 2004/05/31     95.000    104.407      3.000
R 2004/06/01     90.000    104.185      3.000
R 2004/06/02     90.000    104.012      3.000
R 2004/06/03     90.000    103.852      4.000
R 2004/06/04     89.000    103.704      3.000
R 2004/06/05     85.000    103.395      3.000
R 2004/06/06     88.000    103.123      3.000
R 2004/06/07     89.000    102.802      3.000
R 2004/06/08     86.000    102.481      3.000
R 2004/06/09     85.000    102.123      3.000
R 2004/06/10     83.000    101.778      3.000
R 2004/06/11     84.000    101.383      3.000
R 2004/06/12     88.000    101.012      3.000
R 2004/06/13     95.000    100.704      3.000
R 2004/06/14    100.000    100.370      3.000
R 2004/06/15    109.000    100.185      3.000
R 2004/06/16    112.000     99.988      3.000
R 2004/06/17    111.000     99.765      3.000
R 2004/06/18    108.000     99.506      3.000
R 2004/06/19    113.000     99.333      3.000
R 2004/06/20    119.000     99.309      3.000
R 2004/06/21    116.000     99.346      3.000
R 2004/06/22    117.000     99.457      3.000
R 2004/06/23    113.000     99.531      2.000
R 2004/06/24    108.000     99.519      3.000
R 2004/06/25    103.000     99.444      3.000
R 2004/06/26     99.000     99.420      3.000
R 2004/06/27     97.000     99.407      3.000
R 2004/06/28     89.000     99.346      3.000
R 2004/06/29     85.000     99.284      3.000
R 2004/06/30     82.000     99.210      4.000
R 2004/07/01     81.000     99.099      3.000
R 2004/07/02     81.000     98.975      3.000
R 2004/07/03     80.000     98.815      3.000
R 2004/07/04     79.000     98.617      3.000
R 2004/07/05     78.000     98.383      3.000
R 2004/07/06     79.000     98.160      3.000
R 2004/07/07     79.000     97.926      3.000
R 2004/07/08     82.000     97.593      3.000
R 2004/07/09     87.000     97.272      3.000
R 2004/07/10     93.000     97.049      3.000
R 2004/07/11    104.000     96.938      3.000
R 2004/07/12    125.000     97.037      3.000
R 2004/07/13    127.000     97.185      3.000
R 2004/07/14    138.000     97.506      3.000
R 2004/07/15    146.000     97.988      4.000
R 2004/07/16    147.000     98.568      3.000
R 2004/07/17    149.000     99.235      3.000
R 2004/07/18    155.000    100.037      3.000
R 2004/07/19    170.000    101.037      3.000
R 2004/07/20    175.000    102.099      3.000
R 2004/07/21    172.000    103.062      3.000
R 2004/07/22    173.000    103.988      3.000
R 2004/07/23    165.000    104.901      4.000
R 2004/07/24    147.000    105.642      3.000
R 2004/07/25    145.000    106.333      3.000
R 2004/07/26    128.000    106.852      3.000
R 2004/07/27    118.000    107.259      3.000
R 2004/07/28    101.000    107.432      5.000
R 2004/07/29    100.000    107.519      3.000
R 2004/07/30     89.000    107.469      3.000
R 2004/07/31     86.000    107.420      3.000
R 2004/08/01     83.000    107.222      3.000
R 2004/08/02     85.000    107.025      3.000
R 2004/08/03     88.000    106.753      3.000
R 2004/08/04     85.000    106.383      3.000
R 2004/08/05     89.000    106.025      3.000
R 2004/08/06     91.000    105.778      3.000
R 2004/08/07     95.000    105.617      3.000
R 2004/08/08    105.000    105.568      3.000
R 2004/08/09    114.000    105.679      3.000
R 2004/08/10    121.000    105.852      3.000
R 2004/08/11    131.000    106.210      3.000
R 2004/08/12    147.000    106.741      3.000
R 2004/08/13    149.000    107.284      3.000
R 2004/08/14    149.000    107.864      3.000
R 2004/08/15    139.000    108.309      3.000
R 2004/08/16    134.000    108.704      3.000
R 2004/08/17    135.000    109.111      3.000
R 2004/08/18    140.000    109.593      3.000
R 2004/08/19    121.000    109.852      3.000
R 2004/08/20    121.000    110.173      3.000
R 2004/08/21    120.000    110.543      3.000
R 2004/08/22    115.000    110.852      3.000
R 2004/08/23    110.000    111.099      3.000
R 2004/08/24    105.000    111.296      3.000
R 2004/08/25    100.000    111.481      3.000
R 2004/08/26     98.000    111.605      3.000
R 2004/08/27     91.000    111.630      3.000
R 2004/08/28     87.000    111.642      3.000
R 2004/08/29     86.000    111.654      3.000
R 2004/08/30     90.000    111.741      3.000
R 2004/08/31     88.000    111.790      2.000
R 2004/09/01     90.000    111.815      4.000
R 2004/09/02     94.000    111.802      3.000
R 2004/09/03     97.000    111.765      3.000
R 2004/09/04     99.000    111.642      3.000
R 2004/09/05    103.000    111.531      3.000
R 2004/09/06    107.000    111.481      3.000
R 2004/09/07    119.000    111.617      3.000
R 2004/09/08    125.000    111.765      3.000
R 2004/09/09    131.000    111.914      3.000
R 2004/09/10    130.000    112.086      3.000
R 2004/09/11    116.000    112.074      3.000
R 2004/09/12    115.000    112.099      3.000
R 2004/09/13    118.000    112.222      3.000
R 2004/09/14    115.000    112.370      3.000
R 2004/09/15    110.000    112.506      3.000
R 2004/09/16    108.000    112.642      5.000
R 2004/09/17    105.000    112.840      5.000
R 2004/09/18    103.000    113.062      3.000
R 2004/09/19    105.000    113.346      3.000
R 2004/09/20    101.000    113.593      3.000
R 2004/09/21     95.000    113.765      3.000
R 2004/09/22     91.000    113.901      5.000
R 2004/09/23     90.000    114.037      3.000
R 2004/09/24     89.000    114.173      3.000
R 2004/09/25     90.000    114.309      3.000
R 2004/09/26     90.000    114.444      3.000
R 2004/09/27     90.000    114.543      3.000
R 2004/09/28     90.000    114.580      3.000
R 2004/09/29     90.000    114.543      3.000
R 2004/09/30     88.000    114.346      2.000
R 2004/10/01     88.000    113.889      2.000
R 2004/10/02     88.000    113.407      3.000
R 2004/10/03     89.000    112.802      3.000
R 2004/10/04     91.000    112.123      3.000
R 2004/10/05     91.000    111.432      3.000
R 2004/10/06     92.000    110.728      2.000
R 2004/10/07     94.000    109.975      2.000
R 2004/10/08     91.000    109.000      2.000
R 2004/10/09     88.000    107.926      2.000
R 2004/10/10     89.000    106.901      3.000
R 2004/10/11     87.000    105.840      3.000
R 2004/10/12     88.000    104.889      3.000
R 2004/10/13     87.000    104.148      3.000
R 2004/10/14     91.000    103.481      4.000
R 2004/10/15     89.000    103.000      3.000
R 2004/10/16     92.000    102.679      3.000
R 2004/10/17     92.000    102.568      3.000
R 2004/10/18     96.000    102.519      3.000
R 2004/10/19     99.000    102.642      3.000
R 2004/10/20    111.000    102.951      2.000
R 2004/10/21    112.000    103.309      2.000
R 2004/10/22    123.000    103.778      2.000
R 2004/10/23    132.000    104.321      2.000
R 2004/10/24    135.000    104.938      2.000
R 2004/10/25    140.000    105.568      3.000
R 2004/10/26    137.000    106.136      2.000
R 2004/10/27    130.000    106.568      2.000
R 2004/10/28    133.000    106.914      2.000
R 2004/10/29    129.000    107.099      3.000
R 2004/10/30    136.000    107.284      3.000
R 2004/10/31    139.000    107.383      3.000
R 2004/11/01    136.000    107.247      2.000
R 2004/11/02    133.000    107.049      2.000
R 2004/11/03    136.000    106.889      3.000
R 2004/11/04    136.000    106.852      3.000
R 2004/11/05    141.000    106.938      3.000
R 2004/11/06    129.000    106.864      3.000
R 2004/11/07    130.000    106.741      3.000
R 2004/11/08    124.000    106.778      3.000
R 2004/11/09    127.000    106.852      3.000
R 2004/11/10    105.000    106.667      6.000
R 2004/11/11     95.000    106.420      6.000
R 2004/11/12     97.000    106.259      3.000
R 2004/11/13     96.000    106.148      3.000
R 2004/11/14    100.000    106.148      2.000
R 2004/11/15    106.000    106.247      2.000
R 2004/11/16    108.000    106.457      2.000
R 2004/11/17    105.000    106.679      3.000
R 2004/11/18    104.000    106.901      3.000
R 2004/11/19    102.000    107.049      3.000
R 2004/11/20     99.000    107.185      3.000
R 2004/11/21    101.000    107.321      3.000
R 2004/11/22    106.000    107.469      3.000
R 2004/11/23    107.000    107.593      3.000
R 2004/11/24    107.000    107.691      3.000
R 2004/11/25    109.000    107.765      3.000
R 2004/11/26    111.000    107.815      3.000
R 2004/11/27    110.000    107.704      3.000
R 2004/11/28    113.000    107.556      2.000
R 2004/11/29    111.000    107.309      2.000
R 2004/11/30    111.000    107.074      3.000
R 2004/12/01    111.000    107.012      4.000
R 2004/12/02    106.000    106.901      3.000
R 2004/12/03    101.000    106.691      3.000
R 2004/12/04     97.000    106.469      3.000
R 2004/12/05     96.000    106.296      3.000
R 2004/12/06     93.000    106.111      3.000
R 2004/12/07     90.000    105.926      4.000
R 2004/12/08     82.000    105.667      3.000
R 2004/12/09     87.000    105.444      3.000
R 2004/12/10     85.000    105.247      3.000
R 2004/12/11     90.000    105.185      3.000
R 2004/12/12     91.000    105.185      3.000
R 2004/12/13     90.000    105.185      3.000
R 2004/12/14     89.000    105.185      2.000
R 2004/12/15     89.000    105.173      2.000
R 2004/12/16     90.000    105.173      3.000
R 2004/12/17     90.000    105.173      4.000
R 2004/12/18     91.000    105.185      3.000
R 2004/12/19     94.000    105.235      3.000
R 2004/12/20     94.000    105.309      2.000
R 2004/12/21    101.000    105.469      2.000
R 2004/12/22     99.000    105.605      4.000
R 2004/12/23     96.000    105.691      3.000
R 2004/12/24     97.000    105.765      3.000
R 2004/12/25     93.000    105.790      3.000
R 2004/12/26     92.000    105.790      4.000
R 2004/12/27     97.000    105.827      3.000
R 2004/12/28    105.000    106.000      3.000
R 2004/12/29     99.000    106.136      2.000
R 2004/12/30    100.000    106.272      2.000
R 2004/12/31     99.000    106.420      2.000
R 2005/01/01     99.000    106.556      3.000
R 2005/01/02    100.000    106.716      3.000
R 2005/01/03     94.000    106.753      3.000
R 2005/01/04     88.000    106.741      3.000
R 2005/01/05     88.000    106.691      3.000
R 2005/01/06     83.000    106.580      3.000
R 2005/01/07     84.000    106.432      3.000
R 2005/01/08     89.000    106.309      3.000
R 2005/01/09     88.000    106.025      3.000
R 2005/01/10     90.000    105.753      3.000
